марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Volkswagen,other,287,2.5,Other,yes,2004,T5 (Transporter) ïàññ.,front,10900.0
Nissan,crossover,207,3.5,Petrol,yes,2006,Murano,full,11999.0
Lexus,crossover,76,4.6,Gas,yes,2010,GX,full,48000.0
Nissan,crossover,123,1.5,Diesel,no,2010,Qashqai,front,8300.0
Daewoo,sedan,85,1.4,Petrol,yes,2007,Lanos,front,3600.0
VAZ,sedan,68,1.4,Petrol,yes,2011,1118,front,4650.0
Daewoo,sedan,197,1.5,Gas,yes,2003,Lanos,front,3800.0
Nissan,crossover,193,2.0,Petrol,yes,2008,X-Trail,full,11900.0
Ford,van,250,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front,7900.0
Skoda,vagon,180,1.8,Petrol,yes,2011,Superb,front,15500.0
Fiat,van,155,1.3,Diesel,yes,2010,Doblo ãðóç.,front,4500.0
Chevrolet,hatch,59,1.5,Petrol,yes,2005,Aveo,front,4550.0
Ford,other,230,1.3,Gas,yes,1999,Courier,front,2950.0
VAZ,crossover,96,1.7,Petrol,yes,2011,2121,full,8800.0
BMW,sedan,178,1.9,Petrol,no,2001,318,rear,3200.0
Ford,van,147,1.6,Diesel,yes,2005,C-Max,front,6750.0
Opel,vagon,95,1.6,Petrol,yes,1990,Kadett,front,2000.0
Nissan,sedan,115,3.0,Other,yes,1993,Maxima,front,4088.0
Fiat,van,265,1.9,Diesel,yes,2003,Doblo ïàññ.,front,5200.0
Audi,sedan,250,2.4,Gas,yes,1998,A6,front,7200.0
Mercedes-Benz,van,165,2.2,Diesel,yes,2012,Vito ãðóç.,rear,11800.0
Hyundai,crossover,135,2.0,Gas,yes,2008,Tucson,full,10500.0
Lexus,other,90,4.3,Petrol,yes,2002,SC 430,rear,12300.0
BMW,crossover,250,3.0,Petrol,no,2003,X5,full,5400.0
Lexus,sedan,122,4.6,Petrol,yes,2008,LS 460,rear,24100.0
Skoda,hatch,88,1.8,Other,yes,2007,Octavia Tour,front,9600.0
Mercedes-Benz,other,220,3.2,Petrol,no,2004,CLK 320,rear,5200.0
Mercedes-Benz,other,142,2.2,Diesel,yes,2007,Viano ïàññ.,rear,18700.0
Chevrolet,crossover,76,2.2,Diesel,yes,2013,Captiva,full,23500.0
VAZ,sedan,0,1.6,Petrol,yes,2016,2190 Ãðàíòà,front,7035.795
Mazda,sedan,143,2.3,Petrol,yes,2007,6 MPS,full,13200.0
Ford,van,131,1.8,Diesel,yes,2004,Transit Connect ïàññ.,front,5700.0
VAZ,other,12,1.5,Petrol,yes,1991,2108,front,1800.0
Toyota,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado,full,26900.0
Volkswagen,sedan,48,2.0,Petrol,yes,2013,Jetta,front,22900.0
Daewoo,sedan,123,1.3,Gas,yes,2006,Sens,front,3200.0
Nissan,crossover,138,2.0,Petrol,yes,2008,Qashqai,full,13600.0
Suzuki,crossover,95,2.6290927510130397,Petrol,yes,2008,Jimny,full,8700.0
Renault,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front,13321.3275
Ford,sedan,127,2.3,Petrol,yes,2009,Mondeo,front,11500.0
Renault,vagon,0,1.5,Diesel,yes,2016,Logan,front,13300.95
Opel,other,171,2.0,Diesel,yes,2008,Vivaro ãðóç.,front,8800.0
Subaru,crossover,139,2.0,Other,yes,2006,Forester,full,8500.0
Volkswagen,hatch,250,1.4,Petrol,no,1998,Polo,front,1700.0
Renault,van,122,1.5,Diesel,yes,2007,Kangoo ïàññ.,front,6200.0
Chevrolet,other,130,2.2,Gas,yes,2006,Cobalt,front,6000.0
Ford,hatch,43,2.6290927510130397,Other,yes,2013,Focus,front,17900.0
Mercedes-Benz,other,176,5.5,Petrol,yes,2003,E-Class,rear,30000.0
Porsche,crossover,130,3.6,Petrol,yes,2007,Cayenne,full,22000.0
Daewoo,sedan,141,1.5,Petrol,yes,2007,Lanos,front,4400.0
Daewoo,sedan,151,2.6290927510130397,Gas,yes,2005,Nexia,front,2999.0
Skoda,sedan,147,1.6,Gas,yes,2007,Octavia A5,front,8400.0
Citroen,van,180,14.0,Petrol,no,2006,Berlingo ïàññ.,front,1650.0
Mercedes-Benz,sedan,235,2.2,Diesel,yes,2007,E-Class,rear,20500.0
Fiat,other,1,2.8,Diesel,yes,2000,Ducato ãðóç.,front,4000.0
Geely,sedan,84,1.6,Petrol,yes,2008,MK,front,3600.0
Volkswagen,van,230,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,full,15000.0
Mercedes-Benz,van,30,2.2,Diesel,yes,2006,Vito ïàññ.,rear,9600.0
Nissan,crossover,125,2.0,Petrol,yes,2007,Qashqai,front,11500.0
Chevrolet,sedan,162,1.6,Gas,yes,2008,Lacetti,front,6100.0
ZAZ,sedan,78,1.3,Gas,yes,2011,Sens,front,4000.0
Hyundai,crossover,146,2.2,Diesel,yes,2007,Santa FE,full,14500.0
Honda,sedan,97,2.0,Petrol,yes,2008,Accord,front,14100.0
Peugeot,van,242,1.6,Gas,yes,2003,Partner ïàññ.,front,5700.0
BMW,sedan,131,2.0,Diesel,yes,2010,520,rear,32500.0
Renault,vagon,170,1.5,Diesel,yes,2004,Kangoo ïàññ.,front,4950.0
Citroen,van,191,1.6,Diesel,yes,2007,Berlingo ïàññ.,front,4800.0
Peugeot,vagon,333,2.0,Diesel,yes,2001,306,front,5000.0
Toyota,sedan,185,3.0,Gas,yes,2004,Camry,front,7500.0
Mercedes-Benz,sedan,220,5.0,Petrol,yes,2003,S 500,full,13000.0
Peugeot,hatch,246,1.9,Diesel,yes,1999,206,front,4200.0
BMW,sedan,360,2.5,Diesel,no,1996,525,rear,2666.0
Daewoo,hatch,65,0.8,Petrol,yes,2007,Matiz,front,3700.0
VAZ,vagon,130,2.6290927510130397,Gas,yes,2007,2111,front,3500.0
Hyundai,hatch,7,1.2,Petrol,yes,2011,i10,front,9200.0
Fiat,hatch,178,0.9,Gas,yes,1995,Cinquecento,front,1300.0
Mercedes-Benz,sedan,220,3.0,Diesel,yes,2005,E-Class,rear,14750.0
Hyundai,hatch,86,1.4,Gas,yes,2007,Getz,front,6800.0
Ford,hatch,48,1.4,Petrol,yes,1989,Escort,front,1500.0
Renault,vagon,220,1.5,Diesel,yes,2010,Megane,front,9250.0
Renault,sedan,101,2.0,Petrol,yes,1997,Megane,front,3600.0
Ford,hatch,276,2.0,Petrol,yes,1990,Scorpio,rear,2400.0
Mercedes-Benz,other,360,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,rear,14000.0
VAZ,crossover,115,2.6290927510130397,Gas,yes,2010,2121,full,6700.0
Ford,hatch,2,2.0,Gas,yes,1987,Sierra,rear,1500.0
Hyundai,crossover,180,2.0,Petrol,yes,2008,Tucson,full,9600.0
BMW,sedan,155,2.0,Diesel,yes,2012,520,rear,27300.0
Toyota,crossover,107,3.5,Gas,yes,2011,Highlander,full,28500.0
Mitsubishi,sedan,189,1.6,Petrol,yes,2006,Lancer,front,7400.0
Renault,crossover,0,1.5,Diesel,yes,2016,Captur,front,20996.235
Renault,sedan,0,1.2,Petrol,yes,2016,Logan,front,11403.99
Mitsubishi,hatch,130,1.3,Petrol,yes,2005,Colt,front,5850.0
Volkswagen,van,175,1.4,Petrol,yes,2003,Caddy ïàññ.,front,3400.0
Volkswagen,other,170,2.0,Diesel,yes,2011,Multivan,full,40000.0
Volkswagen,van,194,1.6,Diesel,yes,2011,Caddy ãðóç.,front,9990.0
Volkswagen,van,318,1.9,Diesel,yes,1993,T4 (Transporter) ãðóç,front,3000.0
Kia,sedan,10,2.0,Petrol,yes,2009,Magentis,front,12000.0
Mercedes-Benz,sedan,190,2.0,Petrol,yes,2002,C-Class,rear,7400.0
Audi,other,60,2.0,Petrol,yes,2011,A5,full,25000.0
Daewoo,sedan,179,1.5,Gas,yes,1998,Lanos,front,2500.0
Volkswagen,vagon,170,1.6,Diesel,yes,2011,Passat B7,front,14900.0
Audi,vagon,300,1.8,Petrol,no,1999,A4,full,1950.0
Audi,sedan,310,2.0,Diesel,yes,1989,100,front,2400.0
Subaru,crossover,154,2.0,Petrol,yes,2007,Forester,full,10200.0
Opel,hatch,250,1.8,Gas,yes,1995,Vectra A,front,3500.0
Volkswagen,sedan,144,1.6,Petrol,yes,2013,Polo,front,8900.0
Moskvich-AZLK,sedan,1,2.6290927510130397,Petrol,yes,1953,401,rear,11000.0
Renault,van,275,1.9,Diesel,yes,2002,Trafic ãðóç.,front,5700.0
Ford,hatch,0,99.99,Petrol,yes,2016,Fiesta,front,15195.3906
Mitsubishi,sedan,106,2.0,Gas,yes,1997,Galant,front,3200.0
Skoda,sedan,206,1.8,Gas,yes,2008,Superb,front,9300.0
Skoda,hatch,180,1.9,Diesel,no,2006,Fabia,front,3700.0
Ford,hatch,0,1.2,Petrol,yes,2016,Focus,front,16561.35
Mitsubishi,sedan,145,1.6,Petrol,yes,2008,Lancer,front,7300.0
Renault,vagon,175,1.5,Diesel,yes,2011,Megane,front,11500.0
Ford,hatch,150,1.3,Other,yes,1991,Escort,front,1900.0
Honda,other,52,2.2,Petrol,yes,2006,S2000,rear,19900.0
Mazda,sedan,180,2.5,Petrol,yes,2008,6,front,11300.0
VAZ,sedan,140,1.6,Gas,yes,2007,1118,front,3200.0
Mitsubishi,sedan,380,1.8,Petrol,yes,1993,Galant,front,3250.0
Peugeot,crossover,93,1.6,Diesel,yes,2011,3008,front,13900.0
Suzuki,crossover,0,1.6,Petrol,yes,2016,Vitara,full,23341.5
Ford,sedan,1,2.0,Gas,yes,1990,Scorpio,rear,1400.0
Nissan,crossover,202,2.0,Petrol,yes,2002,X-Trail,full,9500.0
Mercedes-Benz,other,275,2.15,Diesel,yes,2006,Sprinter 313 ïàññ.,rear,10000.0
Nissan,hatch,102,1.6,Petrol,yes,2006,Note,front,7400.0
Renault,van,142,1.9,Diesel,yes,2007,Kangoo ãðóç.,front,4200.0
Chery,sedan,140,1.1,Petrol,yes,2008,QQ,front,2800.0
Volkswagen,van,65,1.6,Diesel,yes,2012,Caddy ïàññ.,front,14800.0
BMW,sedan,97,3.0,Diesel,yes,2011,730,rear,51000.0
Geely,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front,8700.0
BMW,sedan,140,2.0,Diesel,yes,2012,520,rear,38500.0
Renault,van,217,1.4,Petrol,yes,2004,Kangoo ãðóç.,front,3000.0
Honda,other,88,2.4,Petrol,yes,2011,Accord,front,17900.0
Volkswagen,van,235,2.0,Diesel,yes,2005,Caddy ãðóç.,front,5200.0
Kia,other,5,1.6,Petrol,yes,2016,Koup,full,22000.0
Volkswagen,van,192,1.9,Diesel,yes,2008,Caddy ïàññ.,front,11500.0
Volkswagen,other,160,2.5,Other,yes,2006,T5 (Transporter) ïàññ.,front,12500.0
Renault,other,406,2.5,Diesel,yes,2004,Master ãðóç.,front,6500.0
BMW,crossover,68,3.0,Diesel,yes,2012,X5,full,45200.0
UAZ,crossover,30,2.4,Other,yes,2014,3151,full,4500.0
Mercedes-Benz,sedan,390,2.3,Gas,yes,1985,E-Class,rear,3200.0
VAZ,crossover,125,1.6,Petrol,yes,1985,2121,full,2000.0
Volkswagen,van,145,2.0,Gas,yes,2011,Caddy ãðóç.,front,8800.0
Audi,sedan,99,2.0,Other,yes,2010,A5,full,22500.0
BMW,sedan,134,2.0,Diesel,yes,2010,520,rear,32500.0
Geely,sedan,146,1.5,Gas,yes,2008,CK,front,3800.0
Chevrolet,vagon,115,1.8,Petrol,yes,2007,Lacetti,front,8200.0
Renault,van,300,1.9,Diesel,yes,2006,Trafic ïàññ.,front,7900.0
BMW,sedan,270,3.0,Diesel,yes,2000,530,rear,5000.0
Nissan,sedan,292,2.0,Gas,yes,1993,Primera,front,3000.0
Mercedes-Benz,sedan,130,3.0,Petrol,yes,2007,C-Class,full,17500.0
Ford,crossover,100,2.5,Petrol,yes,2011,Kuga,full,17500.0
VAZ,vagon,36,1.5,Gas,yes,2005,2104,rear,2200.0
Hyundai,crossover,106,2.7,Petrol,yes,2007,Tucson,full,10000.0
Opel,vagon,212,2.5,Diesel,yes,2002,Omega,rear,6850.0
Renault,vagon,180,1.4,Petrol,yes,2000,Kangoo ïàññ.,front,4200.0
Volkswagen,hatch,40,1.4,Petrol,yes,2013,Golf VII,front,22000.0
VAZ,vagon,62,2.6290927510130397,Gas,yes,2013,2111,front,5400.0
Mercedes-Benz,van,250,2.2,Diesel,yes,2006,Vito ïàññ.,rear,8000.0
Volvo,sedan,0,2.4,Diesel,yes,2016,S60,full,40500.0
Volkswagen,other,156,1.9,Diesel,yes,2009,Golf Variant,front,9200.0
Mercedes-Benz,sedan,200,3.0,Diesel,yes,2008,E-Class,full,21999.0
Volkswagen,vagon,288,1.8,Petrol,yes,1990,Passat B3,front,2600.0
Mazda,other,215,2.6290927510130397,Gas,yes,2003,6,front,7500.0
Nissan,other,26,2.0,Petrol,yes,2013,Qashqai,full,20900.0
Subaru,hatch,77,2.0,Petrol,yes,2008,Impreza,full,11900.0
VAZ,crossover,161,1.7,Other,yes,2003,2121,full,4600.0
Subaru,sedan,75,2.0,Petrol,yes,2008,Legacy,full,10500.0
BMW,sedan,290,3.0,Diesel,yes,2001,730,rear,11500.0
Lexus,sedan,143,4.6,Petrol,yes,2008,LS 460,rear,23500.0
Lexus,sedan,260,2.0,Petrol,yes,1999,IS 200,rear,9200.0
Nissan,crossover,170,3.0,Diesel,yes,2007,Patrol,full,20000.0
Porsche,sedan,41,4.8,Other,yes,2011,Panamera,full,65500.0
GAZ,van,95,2.9,Gas,yes,2011,3302 GAZåëü,rear,8000.0
Volkswagen,van,350,1.0,Other,yes,2004,T5 (Transporter) ãðóç,front,7000.0
Toyota,crossover,120,4.0,Gas,yes,2008,Land Cruiser Prado,full,29000.0
Mazda,sedan,16,2.5,Petrol,yes,2014,6,front,27500.0
Hyundai,van,141,1.6,Petrol,yes,2005,Matrix,front,5900.0
Mercedes-Benz,sedan,385,1.8,Petrol,yes,1995,C-Class,rear,3900.0
Renault,vagon,193,1.5,Diesel,yes,2012,Megane,front,10799.0
Volkswagen,sedan,174,2.0,Petrol,yes,2005,Passat B6,front,10000.0
Daewoo,sedan,132,1.5,Petrol,yes,2005,Lanos,front,4300.0
Opel,hatch,120,1.6,Petrol,yes,2008,Astra H,front,7500.0
Mazda,hatch,205,1.6,Petrol,yes,2004,3,front,6800.0
Hyundai,other,77,1.2,Petrol,yes,2011,i20,front,7900.0
Jeep,crossover,118,2.4,Gas,yes,2007,Compass,full,11300.0
Mazda,crossover,62,2.3,Petrol,yes,2008,CX-7,full,11300.0
Peugeot,sedan,320,2.0,Petrol,yes,1990,605,front,2700.0
Renault,other,131,1.5,Diesel,yes,2011,Kangoo ïàññ.,front,11000.0
Hyundai,crossover,116,2.0,Diesel,yes,2009,Tucson,full,11300.0
Jeep,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full,5000.0
Volkswagen,other,195,2.0,Diesel,yes,2011,T5 (Transporter) ïàññ.,front,18100.0
Mercedes-Benz,van,260,2.2,Diesel,no,2004,Vito ïàññ.,rear,5500.0
Chery,sedan,22,1.3,Gas,yes,2008,Kimo,front,4500.0
GAZ,other,60,2.6290927510130397,Petrol,yes,2006,2705 GAZåëü,rear,3500.0
Kia,crossover,79,2.0,Petrol,yes,2013,Sportage,full,20300.0
Renault,van,183,1.9,Diesel,yes,2004,Trafic ïàññ.,front,8700.0
Mitsubishi,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,full,18900.0
Volkswagen,van,300,2.5,Diesel,yes,2004,T5 (Transporter) ïàññ.,front,8400.0
Mazda,sedan,191,2.0,Petrol,yes,2007,6,front,9300.0
Volkswagen,vagon,504,1.6,Gas,yes,1988,Passat B2,front,1900.0
BMW,other,110,2.5,Petrol,yes,1983,323,rear,3700.0
Mazda,sedan,98,1.6,Petrol,yes,2007,3,front,9200.0
Ford,van,257,2.0,Diesel,yes,2003,Transit ïàññ.,front,5800.0
Volkswagen,sedan,250,2.8,Gas,no,2002,Passat B5,full,3000.0
Renault,sedan,130,1.4,Petrol,yes,2005,Megane,front,6100.0
BMW,sedan,370,2.0,Petrol,yes,1997,320,rear,6700.0
BMW,sedan,220,2.5,Petrol,yes,2005,523,rear,13000.0
Daewoo,sedan,26,1.3,Gas,yes,2014,Sens,front,4600.0
Volvo,crossover,165,2.5,Petrol,yes,2005,XC90,front,15300.0
BMW,other,136,2.6290927510130397,Petrol,yes,2008,523,rear,15299.0
Toyota,sedan,168,2.0,Petrol,yes,2004,Avensis,front,8300.0
Volvo,crossover,0,2.0,Diesel,yes,2016,XC90,full,66795.0
Skoda,sedan,68,1.8,Petrol,yes,2013,Octavia A7,front,18500.0
Volkswagen,crossover,258,2.5,Diesel,no,2004,Touareg,full,6900.0
Daewoo,sedan,238,1.3,Gas,yes,2002,Lanos,front,2900.0
BMW,sedan,277,3.5,Gas,yes,1998,535,rear,7400.0
Peugeot,vagon,185,1.8,Petrol,yes,2005,407,front,6800.0
Toyota,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado,full,22000.0
Peugeot,van,240,1.6,Diesel,yes,2008,Partner ïàññ.,front,5800.0
VAZ,crossover,1,1.7,Petrol,yes,1979,2121,full,4299.0
Renault,hatch,310,2.0,Petrol,yes,1996,Laguna,front,3700.0
Audi,crossover,159,3.0,Diesel,yes,2010,Q7,full,36500.0
Opel,sedan,196,1.4,Petrol,yes,2006,Astra G,front,5600.0
VAZ,hatch,183,1.6,Petrol,yes,2008,2113,front,3200.0
Mitsubishi,sedan,72,2.0,Petrol,yes,2006,Lancer Evolution,full,30500.0
Opel,sedan,150,1.4,Gas,yes,2007,Astra G,front,6500.0
Volkswagen,other,385,2.4,Diesel,yes,1997,T4 (Transporter) ïàññ.,front,6500.0
Mazda,hatch,1,1.3,Petrol,yes,1986,323,front,1700.0
Toyota,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105,full,20000.0
Ford,crossover,169,2.0,Diesel,yes,2008,Kuga,full,15000.0
VAZ,sedan,125,1.6,Petrol,yes,2006,2110,front,3300.0
Ford,hatch,158,1.6,Gas,yes,2006,Fusion,front,6000.0
Toyota,hatch,24,1.6,Other,yes,2010,Auris,front,13850.0
Volkswagen,hatch,118,1.8,Gas,yes,1993,Golf III,front,3100.0
VAZ,other,5,1.5,Petrol,yes,1990,2108,front,2000.0
Toyota,other,220,1.8,Petrol,yes,2001,Celica,front,7000.0
Chevrolet,sedan,93,1.8,Petrol,yes,2009,Lacetti,front,7100.0
Daewoo,sedan,102,1.3,Gas,yes,2012,Sens,front,4000.0
Audi,sedan,177,2.7,Gas,yes,2003,A6,full,7999.0
Suzuki,crossover,0,1.6,Petrol,yes,2016,Vitara,front,19525.35
Audi,sedan,300,1.8,Gas,yes,1987,80,front,3300.0
Mercedes-Benz,other,210,4.3,Gas,yes,2000,ML 430,full,8500.0
Suzuki,crossover,0,1.6,Petrol,yes,2016,Vitara,front,16487.25
Volkswagen,other,260,2.0,Diesel,yes,2005,Caddy ïàññ.,front,7650.0
Kia,van,130,2.0,Petrol,yes,2007,Carens,front,8700.0
Chery,crossover,110,1.8,Gas,yes,2011,Tiggo,front,7500.0
Renault,other,1,1.5,Diesel,yes,2007,Kangoo ãðóç.,front,4500.0
Smart,hatch,141,0.6,Petrol,yes,2001,Fortwo,rear,4000.0
Chevrolet,sedan,103,1.5,Petrol,yes,2005,Aveo,front,4300.0
Skoda,hatch,157,1.2,Petrol,yes,2007,Fabia,front,5500.0
BMW,sedan,230,2.5,Petrol,yes,1990,525,rear,4700.0
Hyundai,crossover,135,2.0,Petrol,yes,2006,Tucson,full,11500.0
Skoda,sedan,315,1.8,Petrol,yes,2005,Superb,front,7500.0
Hyundai,hatch,108,1.4,Gas,yes,2007,Getz,front,6500.0
Toyota,hatch,98,1.3,Other,yes,2006,Yaris,front,7500.0
Opel,sedan,240,2.2,Other,yes,2004,Vectra C,front,7200.0
Lexus,sedan,250,4.0,Gas,yes,1992,LS 400,rear,5500.0
Honda,sedan,106,1.8,Petrol,yes,2008,Civic,front,9700.0
Renault,crossover,0,1.5,Diesel,yes,2016,Duster,full,19692.075
VAZ,vagon,52,1.5,Petrol,yes,2006,2104,rear,2200.0
VAZ,sedan,1,1.5,Gas,yes,1994,21099,front,2000.0
BMW,sedan,300,2.5,Gas,yes,2004,525,rear,11900.0
Ford,sedan,50,2.0,Petrol,yes,2012,Mondeo,front,16350.0
Geely,sedan,219,1.5,Gas,yes,2007,CK,front,2750.0
Toyota,crossover,66,3.0,Diesel,yes,2010,Land Cruiser Prado,full,36000.0
Volkswagen,hatch,320,1.4,Petrol,yes,2002,Golf IV,front,5400.0
Jaguar,sedan,215,3.0,Petrol,yes,2000,S-Type,rear,12999.0
Fiat,hatch,95,1.24,Petrol,yes,2010,Punto,front,5799.0
Lincoln,sedan,85,5.0,Gas,yes,1981,Town Car,rear,9500.0
Volkswagen,other,207,1.9,Diesel,yes,2004,Caddy ïàññ.,front,6700.0
UAZ,crossover,1,2.4,Petrol,yes,2002,469,full,5700.0
Mitsubishi,crossover,139,2.4,Gas,yes,2011,Outlander XL,full,19000.0
VAZ,sedan,110,1.6,Petrol,yes,2009,2170,front,4500.0
Citroen,hatch,176,1.6,Petrol,yes,2011,C4,front,11800.0
Lexus,sedan,278,3.0,Gas,yes,2005,ES 300,front,10500.0
Porsche,crossover,128,4.8,Petrol,yes,2007,Cayenne,full,25000.0
BMW,crossover,250,4.4,Gas,yes,2005,X5,full,18500.0
BMW,sedan,338,2.6290927510130397,Petrol,yes,1997,728,rear,7000.0
Mercedes-Benz,other,245,2.2,Diesel,yes,2004,Vito ïàññ.,rear,8000.0
Geely,crossover,49,1.8,Gas,yes,2013,Emgrand X7,front,9900.0
Volkswagen,van,153,2.0,Diesel,yes,2010,Caddy ïàññ.,front,10700.0
Ford,hatch,170,1.3,Petrol,yes,2004,Fiesta,front,5200.0
Mercedes-Benz,crossover,205,2.7,Diesel,yes,2005,ML 270,full,13500.0
Smart,other,82,1.0,Petrol,yes,2012,Fortwo,rear,7800.0
Audi,sedan,203,2.8,Petrol,yes,2008,A6,full,14900.0
Subaru,vagon,178,2.0,Petrol,yes,2007,Forester,full,10999.0
Chevrolet,vagon,60,2.4,Petrol,yes,2010,Captiva,full,12041.25
Fiat,vagon,168,1.4,Petrol,yes,2006,Doblo ïàññ.,front,7400.0
VAZ,sedan,160,1.5,Petrol,yes,2006,2107,rear,2200.0
BMW,crossover,60,3.0,Diesel,yes,2011,X3,full,48900.0
Fiat,van,178,1.91,Diesel,yes,2005,Doblo ïàññ.,front,4900.0
Audi,vagon,400,1.9,Diesel,no,1994,80,front,1350.0
Opel,van,150,2.5,Diesel,yes,2011,Vivaro ãðóç.,front,9000.0
Citroen,hatch,111,1.6,Gas,yes,2012,C4,front,13650.0
Mercedes-Benz,sedan,239,2.3,Petrol,yes,1996,E-Class,rear,6900.0
Audi,sedan,340,2.6,Gas,yes,1997,A6,front,6700.0
Renault,other,188,2.0,Diesel,yes,2008,Trafic ïàññ.,front,12800.0
Opel,sedan,156,2.0,Gas,yes,1997,Omega,rear,3000.0
Hyundai,sedan,149,3.3,Petrol,yes,2008,Grandeur,front,11000.0
Audi,crossover,119,4.2,Gas,yes,2007,Q7,full,23500.0
Nissan,hatch,10,2.6290927510130397,Other,yes,2015,Leaf,front,22500.0
Nissan,hatch,12,2.6290927510130397,Other,yes,2014,Leaf,front,15990.0
Nissan,sedan,310,2.0,Diesel,yes,1994,Primera,front,3600.0
Daewoo,sedan,215,1.5,Gas,yes,2007,Nexia,front,2750.0
Renault,van,245,1.5,Diesel,yes,2003,Kangoo ïàññ.,front,5000.0
Mercedes-Benz,other,35,2.6290927510130397,Diesel,yes,2015,G 350,full,115000.0
Mercedes-Benz,other,225,2.6290927510130397,Other,yes,2008,Vito ïàññ.,rear,13900.0
BMW,sedan,80,2.0,Petrol,yes,2012,320,rear,25999.0
Mercedes-Benz,sedan,240,2.2,Diesel,yes,2000,E-Class,rear,8700.0
Volkswagen,sedan,75,1.6,Petrol,yes,2012,Polo,front,10600.0
Skoda,hatch,145,1.2,Petrol,yes,2007,Fabia,front,5100.0
Volkswagen,sedan,26,1.8,Petrol,yes,2011,Passat CC,front,22000.0
Mazda,hatch,130,1.6,Petrol,yes,2006,3,front,8000.0
Land Rover,crossover,213,2.7,Diesel,yes,2006,Discovery,full,16500.0
Renault,van,177,2.0,Diesel,yes,2008,Trafic ïàññ.,front,11500.0
Chevrolet,van,165,1.6,Petrol,yes,2008,Tacuma,front,5300.0
VAZ,sedan,140,1.5,Petrol,yes,2006,21099,front,2700.0
Renault,vagon,190,1.5,Diesel,yes,2009,Megane,front,9000.0
Chrysler,other,96,3.2,Petrol,no,2004,Crossfire,front,8000.0
ZAZ,van,50,1.2,Petrol,yes,2007,110557,front,1500.0
Skoda,sedan,92,1.9,Diesel,yes,2006,Octavia A5,front,11200.0
Seat,vagon,124,1.2,Diesel,yes,2011,Ibiza,front,8200.0
Volkswagen,sedan,102,1.8,Petrol,yes,2011,Passat CC,front,20000.0
VAZ,sedan,60,1.6,Gas,yes,2011,2170,front,5500.0
Audi,sedan,196,2.4,Petrol,yes,2005,A6,front,13500.0
Volkswagen,hatch,132,1.6,Petrol,yes,2007,Golf V,front,9600.0
Hyundai,sedan,100,1.6,Petrol,yes,2008,Accent,front,6700.0
Toyota,crossover,44,3.5,Petrol,yes,2012,Highlander,full,34000.0
VAZ,sedan,60,1.3,Petrol,yes,1978,2101,rear,900.0
Hyundai,sedan,93,2.4,Gas,yes,2012,Sonata,front,16300.0
Mercedes-Benz,sedan,33,1.6,Petrol,yes,2013,CLA 200,front,31600.0
Chrysler,sedan,97,3.5,Petrol,yes,2006,300 C,rear,14800.0
Hyundai,sedan,40,1.4,Petrol,yes,2011,Accent,front,9900.0
Volkswagen,sedan,45,2.0,Petrol,yes,2013,Jetta,front,22900.0
VAZ,hatch,75,1.5,Gas,yes,1995,2108,front,2000.0
Opel,sedan,169,2.0,Petrol,yes,2010,Insignia,full,16500.0
Aro,crossover,43,1.4,Petrol,yes,1992,10,full,3600.0
BMW,vagon,112,3.0,Petrol,yes,2011,X1,full,24100.0
BMW,crossover,214,4.4,Petrol,no,2000,X5,full,8000.0
Lexus,sedan,88,3.0,Petrol,yes,2003,ES 300,front,9500.0
BMW,sedan,198,2.6290927510130397,Petrol,yes,2005,523,rear,14300.0
Infiniti,sedan,12,2.5,Petrol,yes,2014,Q70,rear,34000.0
Hyundai,sedan,86,1.4,Gas,yes,2009,Accent,front,6900.0
Mercedes-Benz,van,315,2.9,Diesel,yes,1996,Sprinter 312 ãðóç.,rear,7600.0
Honda,sedan,200,1.5,Petrol,yes,1994,Civic,front,3500.0
Audi,vagon,165,2.7,Gas,yes,2003,A6 Allroad,full,9500.0
Opel,van,97,1.8,Petrol,yes,2007,Zafira,front,7600.0
Opel,other,194,2.0,Diesel,no,2000,Astra G,front,2100.0
Skoda,crossover,1,1.8,Petrol,yes,2016,Yeti,full,25013.23305
Skoda,hatch,1,1.2,Petrol,yes,2016,Spaceback,front,14827.7064
BMW,sedan,227,2.5,Petrol,yes,2008,525,rear,15200.0
Chrysler,sedan,136,2.7,Petrol,yes,2006,Sebring,front,9500.0
VAZ,hatch,145,1.5,Other,yes,2006,2109,front,2800.0
Audi,crossover,44,3.0,Diesel,yes,2014,Q7,full,56000.0
Fiat,van,243,1.9,Diesel,yes,2006,Doblo ãðóç.,front,4800.0
Acura,crossover,30,3.5,Petrol,yes,2014,MDX,full,46999.0
Mitsubishi,other,114,2.0,Petrol,yes,1999,Eclipse,front,9600.0
Volkswagen,sedan,189,1.8,Petrol,yes,1993,Vento,front,3500.0
